time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1283472000,0.063,0.06085,0.0634,892.0,54.61,0.06085,direct,
1283558400,0.06238,0.0612,0.06085,3301.0,202.27,0.06238,direct,
1283644800,0.064,0.0605,0.06238,8459.24,527.97,0.0616,direct,
1283731200,0.0627,0.0616,0.0616,910.0,56.13,0.0616,direct,
1283817600,0.06201,0.0603,0.0616,3457.19,212.35,0.061,direct,
1283904000,0.062,0.06099,0.061,2345.41,143.36,0.062,direct,
1283990400,0.0624,0.06109,0.062,1733.5,107.68,0.06111,direct,
1284076800,0.0618,0.06014,0.06111,4939.79,301.8,0.0618,direct,
1284163200,0.065,0.0619,0.0618,7749.14,491.19,0.06366,direct,
1284249600,0.0621,0.0615,0.06366,793.88,48.99,0.0615,direct,
1284336000,0.064,0.0607,0.0615,10076.34,632.2,0.06219,direct,
1284422400,0.175,0.061,0.06219,14014.81,876.76,0.06199,direct,
1284508800,0.0625,0.0604,0.06199,3651.85,223.27,0.0604,direct,
1284595200,0.0619,0.0618,0.0604,730.0,45.17,0.0619,direct,
1284681600,0.0609,0.059,0.0619,7262.0,438.94,0.059,direct,
1284768000,0.061,0.05761,0.059,7092.61,427.76,0.061,direct,
1284854400,0.0627,0.06,0.061,12852.17,797.36,0.0627,direct,
1284940800,0.0634,0.062,0.0627,14307.94,891.19,0.0621,direct,
1285027200,0.0633,0.0623,0.0621,5735.95,359.82,0.06265,direct,
1285113600,0.0624,0.06147,0.06265,11560.4,717.33,0.0622,direct,
1285200000,0.063,0.0615,0.0622,15505.33,970.09,0.06231,direct,
1285286400,0.0624,0.06209,0.06231,684.38,42.66,0.0622,direct,
1285372800,0.0624,0.0617,0.0622,2152.5,133.05,0.06202,direct,
1285459200,0.06228,0.06186,0.06202,12058.13,748.2,0.062,direct,
1285545600,0.06228,0.0619,0.062,10752.25,668.53,0.0622,direct,
1285632000,0.06271,0.0617,0.0622,7086.15,439.05,0.0619,direct,
1285718400,0.062,0.0615,0.0619,23475.64,1450.79,0.06191,direct,
1285804800,0.0619,0.06155,0.06191,7917.03,488.15,0.0619,direct,
1285891200,0.062,0.06189,0.0619,1717.45,106.46,0.06197,direct,
1285977600,0.06191,0.06125,0.06197,13059.74,802.52,0.0614,direct,
1286064000,0.0614,0.061,0.0614,7172.63,439.88,0.06111,direct,
1286150400,0.062,0.06081,0.06111,33995.37,2079.89,0.0613,direct,
1286236800,0.06301,0.0609,0.0613,27526.61,1699.2,0.0614,direct,
1286323200,0.0635,0.0612,0.0614,33433.3,2091.28,0.06281,direct,
1286409600,0.067,0.0628,0.06281,43692.98,2812.79,0.067,direct,
1286496000,0.088,0.01,0.067,139287.29,10784.23,0.08685,direct,
1286582400,0.12,0.068,0.08685,187846.95,16104.87,0.0938,direct,
1286668800,0.1301,0.07999,0.0938,50684.19,4889.35,0.0965,direct,
1286755200,0.103,0.091,0.0965,14092.91,1395.23,0.095,direct,
1286841600,0.099,0.082,0.095,25660.75,2396.82,0.0949,direct,
1286928000,0.105,0.092,0.0949,47557.27,4558.52,0.105,direct,
1287014400,0.1045,0.065,0.105,37217.28,3701.65,0.102,direct,
1287100800,0.119,0.092,0.102,24643.33,2554.91,0.105,direct,
1287187200,0.103,0.1,0.105,6284.71,633.63,0.101,direct,
1287273600,0.1045,0.1,0.101,18222.19,1857.8,0.102,direct,
1287360000,0.103,0.097,0.102,25665.09,2591.64,0.1024,direct,
1287446400,0.1019,0.097,0.1024,6235.1,623.34,0.097,direct,
1287532800,0.103,0.094,0.097,31855.0,3221.08,0.099,direct,
1287619200,0.109,0.097,0.099,44867.0,4616.85,0.107,direct,
1287705600,0.109,0.1015,0.107,34603.91,3665.43,0.1025,direct,
1287792000,0.109,0.1045,0.1025,4423.47,481.52,0.1055,direct,
1287878400,0.19,0.108,0.1055,13800.23,1560.61,0.115,direct,
1287964800,0.19,0.09009,0.115,30299.64,4450.0,0.132,direct,
1288051200,0.18,0.133,0.132,19219.13,2995.09,0.1503,direct,
1288137600,0.19,0.151,0.1503,65605.87,11594.02,0.1877,direct,
1288224000,0.191,0.1731,0.1877,21525.04,4009.67,0.1731,direct,
1288310400,0.19,0.173,0.1731,28686.85,5380.49,0.19,direct,
1288396800,0.199,0.1875,0.19,26708.94,5112.03,0.1989,direct,
1288483200,0.1989,0.171,0.1989,40337.76,7829.46,0.1925,direct,
1288569600,0.1955,0.172,0.1925,21258.61,4049.75,0.1955,direct,
1288656000,0.195,0.1905,0.1955,5853.39,1121.34,0.1938,direct,
1288742400,0.275,0.125,0.1938,61472.63,11769.61,0.1931,direct,
1288828800,0.236,0.1934,0.1931,29698.43,6229.16,0.23,direct,
1288915200,0.2639,0.2101,0.23,36622.07,8757.15,0.26,direct,
1289001600,0.5,0.2402,0.26,32756.13,9396.96,0.39,direct,
1289088000,0.47,0.286,0.39,77218.72,27937.74,0.34,direct,
1289174400,0.37,0.2261,0.34,118203.83,38339.26,0.243,direct,
1289260800,0.323,0.199,0.243,47983.39,12808.3,0.21,direct,
1289347200,0.24,0.14,0.21,30387.03,6110.13,0.24,direct,
1289433600,0.24,0.21,0.24,5031.88,1111.55,0.2231,direct,
1289520000,0.29,0.223,0.2231,40720.39,10494.46,0.2682,direct,
1289606400,0.3,0.2683,0.2682,21915.57,6351.58,0.276,direct,
1289692800,0.299,0.2702,0.276,16844.33,4793.81,0.279,direct,
1289779200,0.2828,0.2682,0.279,8507.74,2337.5,0.2682,direct,
1289865600,0.275,0.223,0.2682,33931.01,8609.67,0.223,direct,
1289952000,0.29,0.2116,0.223,32871.6,8662.61,0.2299,direct,
1290038400,0.283,0.2221,0.2299,37446.67,10253.27,0.2678,direct,
1290124800,0.28,0.2682,0.2678,2157.56,583.45,0.28,direct,
1290211200,0.29,0.2682,0.28,14652.69,4119.07,0.283,direct,
1290297600,0.282,0.2763,0.283,765.0,212.67,0.2767,direct,
1290384000,0.2879,0.269,0.2767,28205.85,7818.64,0.2879,direct,
1290470400,0.2845,0.276,0.2879,4856.92,1361.82,0.2829,direct,
1290556800,0.283,0.2761,0.2829,2514.91,710.24,0.283,direct,
1290643200,0.2825,0.278,0.283,1679.6,469.99,0.28,direct,
1290729600,0.289,0.2761,0.28,33531.88,9510.98,0.2844,direct,
1290816000,0.2844,0.2826,0.2844,1825.39,515.9,0.283,direct,
1290902400,0.2846,0.27,0.283,20802.13,5746.3,0.27,direct,
1290988800,0.279,0.2151,0.27,35055.4,8802.06,0.2299,direct,
1291075200,0.2299,0.204,0.2299,21476.25,4570.58,0.2082,direct,
1291161600,0.2299,0.2095,0.2082,8157.89,1752.72,0.2275,direct,
1291248000,0.2553,0.218,0.2275,20312.23,4800.55,0.255,direct,
1291334400,0.2552,0.243,0.255,2570.34,633.78,0.251,direct,
1291420800,0.2589,0.205,0.251,28560.72,6673.4,0.205,direct,
1291507200,0.235,0.19,0.205,5740.18,1178.03,0.19,direct,
1291593600,0.225,0.1841,0.19,4319.26,863.02,0.204,direct,
1291680000,0.2477,0.1701,0.204,24592.92,5411.8,0.233,direct,
1291766400,0.24,0.22,0.233,3430.41,789.86,0.2388,direct,
1291852800,0.233,0.1701,0.2388,21336.33,4411.94,0.2,direct,
1291939200,0.204,0.1825,0.2,1684.25,328.17,0.204,direct,
1292025600,0.228,0.1907,0.204,5788.69,1267.2,0.228,direct,
1292112000,0.2279,0.2068,0.228,1963.56,418.8,0.22,direct,
1292198400,0.23,0.21,0.22,6415.59,1425.92,0.2299,direct,
1292284800,0.2468,0.21,0.2299,10388.1,2403.83,0.2467,direct,
1292371200,0.246,0.238,0.2467,3684.68,901.15,0.238,direct,
1292457600,0.255,0.2222,0.238,14355.33,3522.62,0.25,direct,
1292544000,0.249,0.24,0.25,525.51,130.19,0.24,direct,
1292630400,0.2488,0.241,0.24,169.11,41.67,0.241,direct,
1292716800,0.2499,0.24,0.241,2000.76,487.49,0.2401,direct,
1292803200,0.275,0.24,0.2401,10682.71,2769.88,0.267,direct,
1292889600,0.267,0.24,0.267,9225.79,2291.81,0.24,direct,
1292976000,0.25,0.244,0.24,3800.46,949.38,0.25,direct,
1293062400,0.25,0.241,0.25,8650.15,2160.74,0.25,direct,
1293148800,0.25,0.242,0.25,5033.25,1252.05,0.248,direct,
1293235200,0.25,0.2475,0.248,703.0,175.44,0.2499,direct,
1293321600,0.27,0.2464,0.2499,16584.97,4203.03,0.265,direct,
1293408000,0.27,0.251,0.265,4935.49,1270.15,0.265,direct,
1293494400,0.281,0.2612,0.265,15438.71,4238.98,0.281,direct,
1293580800,0.301,0.271,0.281,18609.14,5363.75,0.3,direct,
1293667200,0.3,0.291,0.3,2539.87,759.92,0.3,direct,
1293753600,0.3,0.292,0.3,1453.72,428.44,0.3,direct,
1293840000,0.3,0.292,0.3,2821.24,841.95,0.3,direct,
1293926400,0.3,0.289,0.3,5352.11,1584.66,0.3,direct,
1294012800,0.2999,0.29,0.3,1425.19,420.85,0.295,direct,
1294099200,0.2999,0.289,0.295,1879.0,548.33,0.2989,direct,
1294185600,0.299,0.29,0.2989,357.16,106.19,0.299,direct,
1294272000,0.299,0.29,0.299,3456.49,1031.28,0.298,direct,
1294358400,0.322,0.2975,0.298,42601.12,13152.15,0.32,direct,
1294444800,0.3229,0.309,0.32,1629.44,512.04,0.3229,direct,
1294531200,0.323,0.3229,0.3229,1691.37,546.18,0.323,direct,
1294617600,0.329,0.3175,0.323,10355.83,3360.65,0.3266,direct,
1294704000,0.3266,0.3176,0.3266,4857.8,1578.66,0.3266,direct,
1294790400,0.3557,0.318,0.3266,31359.77,10508.17,0.3188,direct,
1294876800,0.405,0.3176,0.3188,20118.9,7147.03,0.3176,direct,
1294963200,0.45,0.3176,0.3176,27130.96,10691.11,0.4,direct,
1295049600,0.4,0.385,0.4,1515.66,591.15,0.386,direct,
1295136000,0.4,0.386,0.386,2778.71,1085.16,0.3868,direct,
1295222400,0.3868,0.315,0.3868,18241.15,6360.69,0.3495,direct,
1295308800,0.3495,0.305,0.3495,15671.51,4950.51,0.313,direct,
1295395200,0.313,0.305,0.313,7291.63,2247.62,0.313,direct,
1295481600,0.39,0.31,0.313,19881.98,6900.05,0.39,direct,
1295568000,0.44,0.368,0.39,8477.55,3351.62,0.4199,direct,
1295654400,0.4443,0.39,0.4199,10534.27,4513.91,0.4443,direct,
1295740800,0.4443,0.42,0.4443,1148.4,505.83,0.4424,direct,
1295827200,0.4424,0.381,0.4424,11061.94,4516.68,0.4199,direct,
1295913600,0.425,0.4,0.4199,2163.72,901.25,0.41,direct,
1296000000,0.42,0.3904,0.41,15564.81,6315.95,0.417,direct,
1296086400,0.45,0.4085,0.417,27708.2,12086.9,0.4212,direct,
1296172800,0.446,0.4212,0.4212,5324.5,2301.77,0.446,direct,
1296259200,0.445,0.43,0.446,1448.38,643.63,0.439,direct,
1296345600,0.48,0.445,0.439,10383.59,4775.81,0.4799,direct,
1296432000,0.95,0.47,0.4799,63516.08,32708.4,0.52,direct,
1296518400,0.85,0.5201,0.52,31562.12,23264.18,0.7,direct,
1296604800,0.76,0.69,0.7,5627.48,4126.02,0.716,direct,
1296691200,0.75,0.6501,0.716,8524.5,6064.12,0.69,direct,
1296777600,0.88,0.67,0.69,42222.19,33965.74,0.811,direct,
1296864000,0.92,0.8115,0.811,15786.81,13634.2,0.92,direct,
1296950400,0.92,0.83,0.92,8744.11,7608.77,0.8997,direct,
1297036800,0.9,0.83,0.8997,2264.28,1949.54,0.89,direct,
1297123200,0.918,0.8617,0.89,7021.29,6306.77,0.918,direct,
1297209600,1.09,0.82,0.918,49632.5,47455.01,1.09,direct,
1297296000,1.1,0.8,1.09,26559.64,25568.81,0.9803,direct,
1297382400,1.09,0.9264,0.9803,13299.18,13213.54,1.07,direct,
1297468800,1.08,0.9906,1.07,4118.92,4353.79,1.08,direct,
1297555200,1.08,1.02,1.08,3240.64,3398.3,1.05,direct,
1297641600,1.08,1.033,1.05,7096.55,7532.41,1.07,direct,
1297728000,1.085,1.035,1.07,8616.58,9085.5,1.05,direct,
1297814400,1.05,1.02,1.05,7192.38,7465.03,1.045,direct,
1297900800,1.05,1.02,1.045,4009.84,4184.96,1.04,direct,
1297987200,1.04,0.7801,1.04,36948.16,32719.75,0.8989,direct,
1298073600,0.98,0.8376,0.8989,3798.71,3454.72,0.949,direct,
1298160000,0.949,0.83,0.949,9974.05,8503.38,0.85,direct,
1298246400,0.8796,0.8313,0.85,1700.12,1435.86,0.8345,direct,
1298332800,0.95,0.8313,0.8345,12095.26,10650.29,0.8702,direct,
1298419200,0.945,0.8681,0.8702,6718.87,6057.77,0.9,direct,
1298505600,1.0,0.9,0.9,13418.69,12708.12,0.9974,direct,
1298592000,0.9998,0.9111,0.9974,4461.06,4276.3,0.9111,direct,
1298678400,0.97,0.9106,0.9111,4744.41,4452.63,0.958,direct,
1298764800,0.958,0.89,0.958,23268.75,21576.82,0.89,direct,
1298851200,0.92,0.845,0.89,4651.67,4108.6,0.86,direct,
1298937600,0.97,0.8502,0.86,22569.78,21413.43,0.9202,direct,
1299024000,0.94,0.9102,0.9202,2741.87,2533.96,0.9399,direct,
1299110400,0.9399,0.91,0.9399,2746.67,2520.58,0.9391,direct,
1299196800,0.9391,0.9001,0.9391,2711.89,2469.56,0.901,direct,
1299283200,0.9189,0.8111,0.901,12570.59,11115.04,0.9103,direct,
1299369600,0.9098,0.81,0.9103,12626.49,10775.11,0.8999,direct,
1299456000,0.909,0.846,0.8999,15271.27,13527.3,0.885,direct,
1299542400,0.885,0.85,0.885,4527.85,3931.42,0.87,direct,
1299628800,0.87,0.85,0.87,4546.05,3881.22,0.8645,direct,
1299715200,0.9329,0.8497,0.8645,8869.01,7895.07,0.9329,direct,
1299801600,0.925,0.8601,0.9329,3725.51,3301.73,0.88,direct,
1299888000,0.9197,0.88,0.88,4822.83,4319.6,0.918,direct,
1299974400,0.918,0.8898,0.918,660.31,595.42,0.8925,direct,
1300060800,0.9,0.88,0.8925,5269.24,4676.62,0.8949,direct,
1300147200,0.8949,0.87,0.8949,2732.16,2405.41,0.87,direct,
1300233600,0.88,0.836,0.87,7929.62,6761.32,0.86,direct,
1300320000,0.88,0.81,0.86,7159.78,6042.77,0.8254,direct,
1300406400,0.8506,0.71,0.8254,14226.22,10971.32,0.8165,direct,
1300492800,0.797,0.7313,0.8165,9875.04,7457.83,0.765,direct,
1300579200,0.79,0.7402,0.765,5815.32,4502.62,0.7411,direct,
1300665600,0.7724,0.7405,0.7411,3695.96,2780.45,0.759,direct,
1300752000,0.81,0.7405,0.759,12147.72,9499.24,0.809,direct,
1300838400,0.85,0.78,0.809,13262.26,11029.25,0.8497,direct,
1300924800,0.9,0.8266,0.8497,14009.37,12259.77,0.8669,direct,
1301011200,0.89,0.861,0.8669,4819.42,4225.53,0.8838,direct,
1301097600,0.905,0.841,0.8838,11756.42,10250.98,0.8552,direct,
1301184000,0.8721,0.8152,0.8552,5337.15,4439.07,0.82,direct,
1301270400,0.85,0.76,0.82,12565.15,10141.7,0.799,direct,
1301356800,0.7997,0.7648,0.799,4215.02,3312.3,0.7925,direct,
1301443200,0.795,0.766,0.7925,3218.22,2532.13,0.7897,direct,
1301529600,0.801,0.768,0.7897,6875.08,5429.16,0.7846,direct,
1301616000,0.797,0.7741,0.7846,3186.77,2483.69,0.7741,direct,
1301702400,0.7998,0.7741,0.7741,2493.59,1965.23,0.782,direct,
1301788800,0.7949,0.777,0.782,3931.39,3074.76,0.779,direct,
1301875200,0.785,0.5619,0.779,31155.46,21652.69,0.68,direct,
1301961600,0.7478,0.58,0.68,9730.3,6522.71,0.71,direct,
1302048000,0.75,0.6902,0.71,8703.95,6264.04,0.74,direct,
1302134400,0.7849,0.7205,0.74,10832.99,8178.14,0.7538,direct,
1302220800,0.799,0.7309,0.7538,18207.3,13854.66,0.75,direct,
1302307200,0.7676,0.7205,0.75,12119.4,8940.96,0.73,direct,
1302393600,0.7589,0.71,0.73,5348.98,3946.44,0.7369,direct,
1302480000,0.799,0.7103,0.7369,14645.93,11255.96,0.77,direct,
1302566400,0.899,0.7703,0.77,48417.6,41333.11,0.86,direct,
1302652800,1.0,0.86,0.86,43397.56,40467.74,0.9225,direct,
1302739200,1.0,0.91,0.9225,31111.88,29643.61,1.0,direct,
1302825600,1.09,0.911,1.0,50304.61,50488.94,0.9899,direct,
1302912000,1.095,0.9541,0.9899,28869.3,30097.18,1.05,direct,
1302998400,1.14,1.026,1.05,24225.7,26085.25,1.112,direct,
1303084800,1.2,1.11,1.112,27478.69,31552.55,1.162,direct,
1303171200,1.198,1.144,1.162,12556.73,14782.06,1.198,direct,
1303257600,1.198,1.13,1.198,21344.95,24691.86,1.142,direct,
1303344000,1.21,1.14,1.142,39295.69,46345.35,1.21,direct,
1303430400,1.41,1.189,1.21,39415.39,50929.92,1.409,direct,
1303516800,1.95,1.32,1.409,66620.36,103242.84,1.7,direct,
1303603200,1.95,1.6,1.7,21541.69,36076.01,1.63,direct,
1303689600,1.701,1.521,1.63,13471.6,21226.89,1.559,direct,
1303776000,1.795,1.53,1.559,24054.31,40211.17,1.795,direct,
1303862400,1.95,1.72,1.795,33055.26,62403.35,1.9,direct,
1303948800,2.65,1.66,1.9,100238.23,203392.46,2.211,direct,
1304035200,2.95,2.21,2.211,57577.32,148954.47,2.88,direct,
1304121600,4.15,2.75,2.88,65427.8,214977.24,3.5,direct,
1304208000,3.87,2.5,3.5,45772.07,143521.98,3.033,direct,
1304294400,3.495,3.029,3.033,18333.83,59421.72,3.2,direct,
1304380800,3.49,3.11,3.2,16919.18,56187.48,3.41,direct,
1304467200,3.58,3.25,3.41,17278.29,59434.11,3.406,direct,
1304553600,3.45,3.333,3.406,15350.34,52331.39,3.333,direct,
1304640000,3.61,3.29,3.333,23014.7,80063.98,3.45,direct,
1304726400,3.7,3.425,3.45,17833.29,64359.68,3.641,direct,
1304812800,3.937,3.63,3.641,21132.51,79620.81,3.866,direct,
1304899200,3.9,3.691,3.866,11520.93,43805.92,3.8,direct,
1304985600,5.99,3.81,3.8,56217.32,266466.71,5.81,direct,
1305072000,6.065,4.6,5.81,52569.15,281496.86,5.5,direct,
1305158400,6.49,5.22,5.5,31722.46,184839.99,6.3,direct,
1305244800,8.45,6.32,6.3,64003.37,478840.49,8.198,direct,
1305331200,8.9,5.83,8.198,55390.45,435571.02,7.198,direct,
1305417600,7.78,6.2,7.198,18294.87,123255.5,6.987,direct,
1305504000,8.5,6.75,6.987,44141.41,343050.47,8.034,direct,
1305590400,8.389,6.98,8.034,35345.46,265868.95,7.19,direct,
1305676800,7.5,6.6,7.19,25403.44,181331.16,6.88,direct,
1305763200,7.34,6.607,6.88,24436.41,170134.8,6.805,direct,
1305849600,7.1,5.577,6.805,44460.44,278992.34,5.59,direct,
1305936000,6.52,5.577,5.59,31111.9,185640.17,6.12,direct,
1306022400,6.759,5.99,6.12,23872.15,154432.52,6.69,direct,
1306108800,7.45,6.69,6.69,35279.88,250601.3,7.15,direct,
1306195200,7.51,6.96,7.15,29282.48,211827.28,7.42,direct,
1306281600,9.33,7.216,7.42,64049.94,510905.18,8.4,direct,
1306368000,8.987,8.01,8.4,28644.99,244820.48,8.798,direct,
1306454400,8.83,8.5,8.798,14431.84,125149.05,8.5,direct,
1306540800,8.7,8.11,8.5,12247.72,103463.69,8.3,direct,
1306627200,8.49,8.102,8.3,7487.54,62138.87,8.43,direct,
1306713600,9.0,8.25,8.43,17680.15,154258.85,8.8,direct,
1306800000,9.5,8.1,8.8,45794.42,406882.27,8.741,direct,
1306886400,9.699,8.3,8.741,43479.96,400564.35,9.57,direct,
1306972800,10.89,9.5,9.57,41047.27,415112.72,10.6,direct,
1307059200,14.5,10.58,10.6,72980.24,954513.54,14.29,direct,
1307145600,18.89,14.04,14.29,44475.34,729670.85,18.89,direct,
1307232000,19.0,16.2,18.89,24278.97,420612.47,16.7,direct,
1307318400,19.23,16.45,16.7,55092.47,1016927.39,18.55,direct,
1307404800,24.32,18.26,18.55,53715.04,1068903.32,23.92,direct,
1307491200,31.91,22.21,23.92,104925.16,2858820.38,29.6,direct,
1307577600,31.5,26.15,29.6,62933.66,1861589.64,28.92,direct,
1307664000,29.4,20.01,28.92,92208.2,2274786.4,23.95,direct,
1307750400,23.99,13.0,23.95,121869.97,2146587.96,14.65,direct,
1307836800,24.99,10.25,14.65,151194.16,2451134.56,18.55,direct,
1307923200,24.5,16.0,18.55,73421.79,1476239.59,19.84,direct,
1308009600,20.5,18.0,19.84,36155.99,696003.98,19.28,direct,
1308096000,20.0,19.02,19.28,27711.9,545336.14,19.49,direct,
1308182400,19.89,17.0,19.49,49202.14,927743.42,17.0,direct,
1308268800,18.34,13.0,17.0,108623.77,1684353.23,15.68,direct,
1308355200,16.95,15.05,15.68,35536.55,569949.34,16.89,direct,
1308441600,18.88,16.85,16.89,30176.74,536267.38,17.51,direct,
1308528000,17.51,17.51,17.51,0.0,0.0,17.51,direct,
1308614400,17.51,17.51,17.51,0.0,0.0,17.51,direct,
1308700800,17.51,17.51,17.51,0.0,0.0,17.51,direct,
1308787200,17.51,17.51,17.51,0.0,0.0,17.51,direct,
1308873600,17.51,17.51,17.51,0.0,0.0,17.51,direct,
1308960000,17.51,17.51,17.51,0.0,0.0,17.51,direct,
1309046400,17.51,14.01,17.51,15053.93,234621.8,16.45,direct,
1309132800,18.0,15.0,16.45,31452.54,535096.37,16.75,direct,
1309219200,17.52,16.5,16.75,24398.15,413032.22,16.95,direct,
1309305600,17.2,16.67,16.95,21043.37,355303.18,16.85,direct,
1309392000,17.0,15.73,16.85,34961.19,577145.55,16.1,direct,
1309478400,16.74,15.26,16.1,33284.45,529197.49,15.4,direct,
1309564800,15.8,15.27,15.4,19453.24,302134.7,15.4,direct,
1309651200,15.69,15.31,15.4,16792.29,259875.51,15.44,direct,
1309737600,15.49,13.14,15.44,52276.99,756913.59,13.86,direct,
1309824000,15.0,11.0,13.86,84081.15,1076305.46,12.91,direct,
1309910400,16.5,12.67,12.91,111818.32,1655319.63,14.78,direct,
1309996800,15.9,14.5,14.78,54465.7,825452.25,14.78,direct,
1310083200,15.64,13.9,14.78,34853.42,500143.38,14.31,direct,
1310169600,14.7,14.02,14.31,11909.17,171329.27,14.38,direct,
1310256000,15.68,14.35,14.38,45284.42,682903.16,14.9,direct,
1310342400,15.2,13.8,14.9,49160.01,706457.52,14.21,direct,
1310428800,14.64,13.9,14.21,26356.51,372986.55,14.01,direct,
1310515200,14.15,13.91,14.01,10338.15,145032.07,13.95,direct,
1310601600,14.07,13.7,13.95,17661.16,245982.11,13.99,direct,
1310688000,14.09,13.5,13.99,24819.54,344982.1,13.81,direct,
1310774400,13.81,13.5,13.81,17264.49,235142.97,13.72,direct,
1310860800,13.75,13.02,13.72,34375.47,458510.19,13.16,direct,
1310947200,13.92,12.51,13.16,75896.31,988903.24,13.48,direct,
1311033600,14.7,13.44,13.48,67575.61,948485.72,13.85,direct,
1311120000,14.0,13.4,13.85,23177.9,317332.3,13.69,direct,
1311206400,13.78,13.4,13.69,25018.37,341665.52,13.61,direct,
1311292800,13.81,13.45,13.61,15165.62,207044.15,13.7,direct,
1311379200,13.76,13.51,13.7,22455.6,306380.16,13.68,direct,
1311465600,14.1,13.6,13.68,26623.26,369041.82,13.98,direct,
1311552000,14.72,13.76,13.98,31577.96,448277.2,14.05,direct,
1311638400,14.05,13.77,14.05,16793.86,233585.08,13.88,direct,
1311724800,14.13,13.85,13.88,11508.66,160645.54,13.94,direct,
1311811200,13.94,13.31,13.94,32738.27,445690.58,13.49,direct,
1311897600,13.7,13.33,13.49,7257.51,98020.73,13.5,direct,
1311984000,13.63,13.45,13.5,6104.38,82590.44,13.53,direct,
1312070400,14.9,12.83,13.53,45723.44,618135.5,13.35,direct,
1312156800,13.55,12.85,13.35,21748.09,286373.02,13.09,direct,
1312243200,13.1,11.5,13.09,57242.69,709463.16,12.05,direct,
1312329600,12.16,8.7,12.05,90287.33,943628.17,9.26,direct,
1312416000,11.15,9.27,9.26,50094.1,529876.35,10.75,direct,
1312502400,10.99,9.5,10.75,30765.69,315866.93,9.8,direct,
1312588800,9.95,5.742,9.8,102411.73,801213.08,6.55,direct,
